call_sign,channel,frequency_mhz,service_type,status,city,state,country,facility_id,erp_kw,haat_m,latitude,longitude,licensee
KSCH,240,95.9,FM,LIC,SULPHUR SPRINGS,TX,US,24176,6.0,87.0,33.152056,-95.603556,UNKNOWN
KHMC-FM1,240,95.9,FM,LIC,VICTORIA,TX,US,191075,0.06,0.0,28.778889,-97.047778,MINERVA LOPEZ
K240DQ,240,95.9,FX,LIC,ORANGEVILLE,UT,US,19496,0.022,534.0,39.209944,-111.142389,UNKNOWN
K240EP,240,95.9,FX,LIC,PROVO,UT,US,156427,0.25,0.0,40.282444,-111.936861,UNKNOWN
KZHK,240,95.9,FM,LIC,ST. GEORGE,UT,US,40519,70.0,600.0,-222192.336111,-113.492778,40519            70. kW        600. m   1955. m        m   N 36 50  59.0  W 113 29  34.0  1308648    M. FRANDSEN
KLZX-FM1,240,95.9,FM,LIC,TREMONTON,UT,US,163417,5.0,0.0,41.74825,-112.227722,"SUN VALLEY RADIO, INC."
W240AF,240,95.9,FX,LIC,CHARLOTTESVILLE,VA,US,5147,0.05,0.0,37.984861,-78.48,UNKNOWN
WGRQ,240,95.9,FM,LIC,FAIRVIEW BEACH,VA,US,64922,2.5,0.0,38.272639,-77.495806,"TELEMEDIA BROADCASTING, INC."
WFOG-LP,240,95.9,FL,LIC,ILLSVILLE,VA,US,196248,0.02,66.0,-109793.800006,-80.723667,196248          0.02 kW         66. m    836. m        m   N 36 44  29.4  W  80 43  25.2             PINK DOORS MEDIA
W237DR,240,95.9,FX,MOD,MARTINSVILLE,VA,US,87024,0.25,0.0,-244880.400069,-79.917667,87024           0.25 kW          0. m   484.7 m        m   N 36 36  48.5  W  79 55   3.6  1222245    CSN INTERNATIONAL
KRSX,240,95.9,FM,LIC,GOLDENDALE,WA,US,190372,2.2,601.0,45.711778,-121.117556,UNKNOWN
KZML,240,95.9,FM,LIC,QUINCY,WA,US,15137,11.0,320.0,47.320111,-119.800861,UNKNOWN
K275BW,240,95.9,FX,MOD,SEQUIM,WA,US,93040,0.25,0.0,-271910.666736,-123.1635,"93040           0.25 kW          0. m     43. m        m   N 48  8   7.3  W 123  9  48.6             CSN INTERNATIONAL, INC."
K240DA,240,95.9,FX,LIC,STEVENSON,WA,US,152925,0.09,0.0,45.724,-121.887556,UNKNOWN
KZML-FM1,240,95.9,FM,LIC,WENATCHEE,WA,US,137979,0.9,0.0,-264133.65025,-120.288556,"137979           0.9 kW DA       0. m    632. m        m   N 47 22 51.40  W 120 17 18.80             BUSTOS MEDIA HOLDINGS, LLC"
W240DC,240,95.9,FX,LIC,CHIPPEWA FALLS,WI,US,155168,0.25,0.0,-193647.133403,-91.446944,"155168          0.25 kW          0. m   358.2 m        m   N 44 49  47.0  W  91 26  49.0  1034800    CLEAR WATER BRANDS, INC."
WKSZ,240,95.9,FM,LIC,DE PERE,WI,US,1518,4.5,236.0,44.358861,-87.985361,UNKNOWN
WKSZ,240,95.9,FM,LIC,DE PERE,WI,US,1518,8.7,0.0,44.358889,-87.985389,"WOODWARD COMMUNICATIONS, INC."
WMQA-FM,240,95.9,FM,LIC,MINOCQUA,WI,US,55209,22.0,107.0,45.821889,-89.72125,"RAVEN LICENSE SUB, LLC"
WBKY,240,95.9,FM,LIC,STOUGHTON,WI,US,39625,2.0,176.0,-244019.417222,-89.054444,"39625             2. kW DA     176. m    442. m        m   N 42 48   2.0  W  89  3  16.0  1035467    MAGNUM COMMUNICATIONS, INC."
WSTG,240,95.9,FM,LIC,PRINCETON,WV,US,4944,0.48,348.0,37.258444,-81.17675,UNKNOWN
K240EW,240,95.9,FX,LIC,CASPER,WY,US,200635,0.25,0.0,42.743611,-106.309167,MT.
K240EK,240,95.9,FX,LIC,JACKSON,WY,US,158303,0.013,0.0,43.462417,-110.751583,UNKNOWN
K240DW,240,95.9,FX,LIC,SHERIDAN,WY,US,142531,0.25,0.0,44.623278,-107.117556,UNKNOWN
KUIM,241,96.1,FM,LIC,BETHEL,AK,US,199505,0.099,9.0,-88027.083361,-161.764778,199505         0.099 kW          9. m     18. m        m   N 60 47  51.2  W 161 45  53.2             ADVENTIST RADIO ALASKA CORPORATION
K241CD,241,96.1,FX,LIC,MOOSE PASS,AK,US,156758,25.0,-502.0,-258663.633403,-149.3675,"156758           .25 kW       -502. m    157. m        m   N 60 29    13  W 149 22     3             KENAI MOUNTAINS PUBLIC MEDIA, INC."
KNOM-FM,241,96.1,FM,LIC,NOME,AK,US,9339,1.0,-42.0,-150225.650278,-165.401472,"9339              1. kW        -42. m     27. m        m   N 64 29  53.2  W 165 24   5.3  1202723    KNOM RADIO MISSION, INC."
K241AB,241,96.1,FX,LIC,RUBY,AK,US,70441,0.25,60.0,64.735222,-155.4605,UNKNOWN
K241AS,241,96.1,FX,LIC,WHALE PASS,AK,US,152996,0.15,0.0,56.111861,-133.121972,UNKNOWN
W241CB,241,96.1,FX,LIC,DOTHAN,AL,US,151015,99.0,0.0,-223986.916694,-85.419806,"151015          .099 kW          0. m    126. m        m   N 31 14  36.9  W  85 25  11.3             RADIO TRAINING NETWORK, INC."
WXFL,241,96.1,FM,LIC,FLORENCE,AL,US,4770,20.5,238.0,34.904806,-87.400583,BIG RIVER BROADCASTING CORPORATION
W241AI,241,96.1,FX,LIC,GORGAS,AL,US,156276,0.099,0.0,33.484556,-86.806944,"K-LOVE, INC."
WRKH,241,96.1,FM,LIC,MOBILE,AL,US,53142,77.0,535.0,30.689083,-87.830278,"IHM LICENSES, LLC"
WQKS-FM,241,96.1,FM,LIC,MONTGOMERY,AL,US,43628,0.9,250.0,32.367639,-86.261639,BLUEWATER BROADCASTING COMPANY LLC
W241BT,241,96.1,FX,LIC,TUSCALOOSA,AL,US,147818,0.22,0.0,-179699.633394,-87.489972,"147818          0.22 kW          0. m    263. m        m   N 33 12  51.0  W  87 29  23.9  1309246    TTI, INC."
KMRX,241,96.1,FM,LIC,EL DORADO,AR,US,35010,100.0,136.0,33.27125,-92.654889,NOALMARK BROADCASTING CORPORATION
K241CE,241,96.1,FX,LIC,FAYETTEVILLE,AR,US,22394,0.062,0.0,36.017833,-94.219083,UNKNOWN
K241AP,241,96.1,FX,LIC,FERNDALE,AR,US,144644,0.099,0.0,-205028.733361,-92.478611,"144644         0.099 kW       287.2 m   411.6 m        m   N 34 47  33.0  W  92 28  43.0  1037922    K-LOVE, INC."
KCWD,241,96.1,FM,LIC,ARRISON,AR,US,26242,8.0,363.0,36.111444,-93.0335,UNKNOWN
K241CY,241,96.1,FX,LIC,STUTTGART,AR,US,200187,0.25,0.0,-155496.450069,-91.435694,"200187          0.25 kW          0. m    122. m        m   N 34 25  52.4  W  91 26   8.5  1040273    ARKANSAS COUNTY BROADCASTERS, INC."
KBRP-LP,241,96.1,FL,LIC,BISBEE,AZ,US,132622,0.009,0.0,-204214.366669,-109.914889,"132622         0.009 kW         97. m  1648.3 m        m   N 31 26  34.8  W 109 54  53.6             BISBEE RADIO PROJECT, INC"
K241BQ,241,96.1,FX,LIC,FT MCDOWELL,AZ,US,33804,0.14,0.0,33.334778,-112.061528,ZELUS ESPORTS LLC
K241CS,241,96.1,FX,LIC,PHOENIX,AZ,US,156046,0.21,0.0,-256463.766725,-112.08625,156046          0.21 kW DA       0. m    663. m        m   N 33 35  39.1  W 112  5  10.5             KXEG AM LLC
KLPX,241,96.1,FM,LIC,TUCSON,AZ,US,2745,100.0,595.0,32.248972,-111.117056,ARIZONA LOTUS CORP.
KWRK,241,96.1,FM,LIC,WINDOW ROCK,AZ,US,66147,100.0,178.0,35.560028,-109.108972,THE NAVAJO NATION
KACR-LP,241,96.1,FL,LIC,ALAMEDA,CA,US,194047,0.1,0.0,37.763528,-122.244111,UNKNOWN
